"ID","FloweringDate"
"Vu_188",7.66769826029049
"Vu_189",7.93249176494795
"Vu_190",8.10258451513283
"Vu_191",7.66769826029049
"Vu_192",7.48412266650118
"Vu_193",7.57665340660714
"Vu_194",7.66769826029049
"Vu_195",7.29434585642692
"Vu_196",7.29434585642692
"Vu_197",7.93249176494795
"Vu_198",8.01815001597871
"Vu_199",8.1858387900577
"Vu_200",8.66273218033058
"Vu_201",7.75731647605794
"Vu_203",8.9615138207459
"Vu_204",7.57665340660714
"Vu_205",8.26795393285066
"Vu_206",9.10582864708755
"Vu_207",7.84556359539382
"Vu_208",9.84772874948168
"Vu_209",8.01815001597871
"Vu_210",8.01815001597871
"Vu_211",7.39004273472696
"Vu_213",8.01815001597871
"Vu_214",7.93249176494795
"Vu_215",8.01815001597871
"Vu_216",7.57665340660714
